Height,Alto-Bajo
69.41152622060389,ALTO
66.7436046519631,BAJO
66.2743291154144,BAJO
68.328447992915,ALTO
70.0758881952341,ALTO
68.73298814873439,ALTO
67.55605126187601,ALTO
66.2536325347937,BAJO
69.1822026805756,ALTO
67.6091049416397,ALTO
69.2927380218867,ALTO
68.1906840077038,ALTO
71.6070857988906,ALTO
69.1968575103315,ALTO
67.2619609790619,ALTO
73.6851933999998,ALTO
69.5372150072948,ALTO
68.3115598414683,ALTO
67.7389634664393,ALTO
71.70576260110009,ALTO
63.63226460378671,BAJO
68.7211984556865,ALTO
66.9493416501869,ALTO
62.7069897353164,BAJO
72.2584089235993,ALTO
70.90865306266758,ALTO
67.609843601682,ALTO
70.8015589556942,ALTO
69.3047690450735,ALTO
66.2428983411553,BAJO
67.4921929772739,ALTO
65.8062482913584,BAJO
71.4437056615428,ALTO
68.4644058223141,ALTO
63.98792460498,BAJO
71.00189768584559,ALTO
68.1397241925525,ALTO
68.395400248121,ALTO
68.0962197450165,ALTO
68.14059035592089,ALTO
68.8600903087433,ALTO
66.1488525422307,BAJO
66.2060320529589,BAJO
67.4321202146878,ALTO
69.47110603124699,ALTO
70.5158596943462,ALTO
71.3383760399558,ALTO
71.00194476735379,ALTO
66.202347706273,BAJO
72.5433070453887,ALTO
67.4793517580411,ALTO
65.3504105558103,BAJO
70.8440624208882,ALTO
69.9384752593112,ALTO
64.7398154829922,BAJO
69.3084028803936,ALTO
68.8384628598724,ALTO
61.9373232676829,BAJO
68.5933355351181,ALTO
65.2185755780772,BAJO
64.3336481069845,BAJO
68.7489067017398,ALTO
72.4896554004081,ALTO
67.2339309182551,ALTO
67.263604843261,ALTO
65.11850428317351,BAJO
66.2628200381632,BAJO
67.70167965962729,ALTO
65.530695966695,BAJO
69.8689698092041,ALTO
68.481875364733,ALTO
72.2139633457195,ALTO
68.1795326940723,ALTO
71.9812065428705,ALTO
66.0651367327304,BAJO
66.6561641698185,BAJO
67.5994241952902,ALTO
68.245944093831,ALTO
64.808621440717,BAJO
67.4922182698406,ALTO
68.18073070686539,ALTO
69.553384902902,ALTO
66.4022496683603,BAJO
66.5921571146877,BAJO
71.93588658284821,ALTO
68.2870417278818,ALTO
69.95545119516379,ALTO
71.8511291454027,ALTO
65.75549864067371,BAJO
67.03185207898281,ALTO
76.7098348578592,ALTO
72.57112137129579,ALTO
69.72880489736711,ALTO
72.799224004586,ALTO
72.5393540719418,ALTO
72.2947433844169,ALTO
67.2533248158638,ALTO
75.9444603760016,ALTO
66.3162319187446,BAJO
71.15605349004359,ALTO
71.1922022869477,ALTO
72.1975120071642,ALTO
75.1408214339315,ALTO
64.4115293597211,BAJO
64.7344243580774,BAJO
63.4145871379546,BAJO
67.8486652335686,ALTO
65.9317848288,BAJO
70.96655043634259,ALTO
67.5807472772935,ALTO
68.589270437901,ALTO
70.3247534441504,ALTO
72.3944804051075,ALTO
70.82085671452559,ALTO
65.9033012610258,BAJO
74.7953750218274,ALTO
67.6809190342573,ALTO
67.1559627687305,ALTO
71.7748412248401,ALTO
64.66523194496641,BAJO
68.1227683623759,ALTO
66.786927239528,BAJO
66.805849836748,BAJO
67.8860137980274,ALTO
69.1735769192432,ALTO
70.2249233263794,ALTO
64.8557991775539,BAJO
67.8210932715426,ALTO
63.44024746708649,BAJO
71.8484348479039,ALTO
66.72807364708629,BAJO
71.9683056520603,ALTO
76.0213474760963,ALTO
71.4761012826014,ALTO
67.3698086448686,ALTO
70.55524375954991,ALTO
69.8671012814472,ALTO
67.94757004216251,ALTO
74.104558863713,ALTO
69.167836299535,ALTO
66.557228572704,BAJO
66.7016049901078,BAJO
67.2460649543824,ALTO
69.0513854849974,ALTO
70.6727471767308,ALTO
65.4989951214088,BAJO
65.18722085356221,BAJO
67.56814300608261,ALTO
73.8153856882339,ALTO
71.606564208448,ALTO
67.724749235945,ALTO
68.231131952185,ALTO
65.9294217100738,BAJO
71.5484957096636,ALTO
69.1643811220365,ALTO
68.5976593239588,ALTO
71.0575108857852,ALTO
63.6440595814991,BAJO
71.18245539563691,ALTO
66.1286731698491,BAJO
65.0573731150978,BAJO
68.0913743588464,ALTO
70.993143899047,ALTO
74.2211748776249,ALTO
69.3271181795885,ALTO
64.93134219408421,BAJO
68.3468423145436,ALTO
70.9291250844694,ALTO
61.47780920159389,BAJO
68.4908127185185,ALTO
72.04988987081859,ALTO
72.52166702577671,ALTO
71.233911393331,ALTO
72.2591151862599,ALTO
67.56503990456511,ALTO
72.26760699498,ALTO
62.6002479975529,BAJO
66.2364372917754,BAJO
69.65043741236879,ALTO
69.28592140617211,ALTO
70.72527873735051,ALTO
68.8286149599904,ALTO
66.0144282335004,BAJO
66.4148820603895,BAJO
66.6156243917126,BAJO
68.0348217821036,ALTO
70.50239804409459,ALTO
69.15772949308679,ALTO
70.7950226136223,ALTO
65.1943771233415,BAJO
74.7857143190925,ALTO
71.0669062761598,ALTO
69.334197785954,ALTO
69.8992039506227,ALTO
64.4251937917821,BAJO
67.85213069861,ALTO
67.549069488044,ALTO
74.7674468449337,ALTO
71.41894598636479,ALTO
67.1203443862066,ALTO
69.8595879120267,ALTO
68.43081339141051,ALTO
67.9334826070233,ALTO
68.4953431552723,ALTO
65.24414341065389,BAJO
70.18535204699,ALTO
71.10413316453071,ALTO
68.4475785430627,ALTO
65.4205768240508,BAJO
67.7007881137183,ALTO
74.2230630621199,ALTO
71.1672458708534,ALTO
67.2307718899502,ALTO
67.880559193661,ALTO
67.3763754684836,ALTO
68.7612469290256,ALTO
71.7052725009646,ALTO
69.3809947926619,ALTO
73.7165276342286,ALTO
69.4533762078207,ALTO
70.7862898094215,ALTO
71.76846373690121,ALTO
69.34345395861651,ALTO
65.2860255086334,BAJO
70.9218444138077,ALTO
68.5966626863791,ALTO
68.6037964328568,ALTO
69.4787441197736,ALTO
65.93089621499661,BAJO
68.5233452979566,ALTO
73.92912412622151,ALTO
71.1979378222303,ALTO
66.5565868729681,BAJO
71.7422762291745,ALTO
69.74482933165379,ALTO
66.7506541256505,BAJO
69.69242225715129,ALTO
70.40351683084141,ALTO
69.0197361098685,ALTO
64.732287155256,BAJO
70.9980744408969,ALTO
64.4598142530512,BAJO
69.749522583002,ALTO
71.5268488121848,ALTO
68.327915863972,ALTO
70.7647201641119,ALTO
71.41904963415159,ALTO
69.3904740948909,ALTO
72.001732217799,ALTO
69.19147497333529,ALTO
66.1663632831791,BAJO
67.272142995153,ALTO
70.9158354035361,ALTO
69.1198877896665,ALTO
67.409025871346,ALTO
72.93864904020799,ALTO
70.49092869599579,ALTO
69.0082594618674,ALTO
66.7621099176273,BAJO
69.1206637294553,ALTO
73.1262671878997,ALTO
67.48682389541739,ALTO
64.95507833495,BAJO
67.7824890749697,ALTO
67.662398796047,ALTO
66.47639700646829,BAJO
72.98707020104341,ALTO
69.5632322771984,ALTO
71.0035601394697,ALTO
69.9156373621056,ALTO
71.697141788046,ALTO
67.6499408575301,ALTO
68.2955545645253,ALTO
68.687255673712,ALTO
68.9157716453463,ALTO
68.9608796727544,ALTO
67.2472352041876,ALTO
68.915863641061,ALTO
65.8385445036175,BAJO
64.67107554783671,BAJO
66.2958977236134,BAJO
67.0975857472015,ALTO
66.998289732799,ALTO
70.9619709026438,ALTO
68.4208722048485,ALTO
67.6525275866462,ALTO
75.6201931582543,ALTO
70.549242022249,ALTO
68.8908389093416,ALTO
68.28453191951169,ALTO
64.9950782592052,BAJO
65.5757715426728,BAJO
69.30608824027121,ALTO
65.7047154221532,BAJO
67.8039910102957,ALTO
69.2161473119131,ALTO
68.015006008896,ALTO
61.9269489433641,BAJO
67.2663627155588,ALTO
67.6768218539142,ALTO
69.9709036159667,ALTO
65.3134615369232,BAJO
71.90600544057071,ALTO
66.23390404218429,BAJO
65.814942824229,BAJO
72.8449478550183,ALTO
70.94944345261291,ALTO
71.3438076277468,ALTO
71.05566415795059,ALTO
61.92554729477779,BAJO
68.7624575579021,ALTO
67.5839414255894,ALTO
67.3616946688862,ALTO
65.8791565562673,BAJO
68.6947621511413,ALTO
69.5348615536043,ALTO
66.63469082828651,BAJO
69.8099015736912,ALTO
68.6798736853237,ALTO
71.615178750348,ALTO
69.6897953335489,ALTO
70.90108636532479,ALTO
68.005813992332,ALTO
70.6157439783607,ALTO
71.5711941575576,ALTO
73.0128632629827,ALTO
60.748117867457,BAJO
69.082119625473,ALTO
69.3387376279613,ALTO
67.75713771156529,ALTO
76.02708186305121,ALTO
72.2276161601432,ALTO
68.9210413450252,ALTO
65.334927680754,BAJO
65.932403451767,BAJO
70.4666893102283,ALTO
73.181043621139,ALTO
68.550879686478,ALTO
68.5294082502857,ALTO
63.596455420454504,BAJO
67.14424122779529,ALTO
70.8163706158515,ALTO
73.530284807779,ALTO
66.1410689194018,BAJO
67.9068497483934,ALTO
71.4333758216347,ALTO
67.11267979802619,ALTO
73.2839179655908,ALTO
63.672583154093296,BAJO
69.2253203013539,ALTO
69.6701240248717,ALTO
70.4854481656936,ALTO
69.0046778666841,ALTO
68.4578940081104,ALTO
66.024733782518,BAJO
69.3181691252784,ALTO
69.0777405646964,ALTO
73.56227036679041,ALTO
66.0876888866475,BAJO
73.5259843332352,ALTO
69.6790602156639,ALTO
66.6767811169297,BAJO
72.96166546771171,ALTO
68.246872144459,ALTO
71.9566258887157,ALTO
71.0586333491432,ALTO
66.9769499482511,ALTO
68.47800207572601,ALTO
71.2844413912849,ALTO
64.980456290984,BAJO
66.7618838734058,BAJO
68.76616172387929,ALTO
68.9925435671764,ALTO
71.295194595564,ALTO
69.0494784004474,ALTO
66.54148201629441,BAJO
68.51552344512079,ALTO
67.4597153131659,ALTO
71.35738241268241,ALTO
68.5904060416654,ALTO
69.736086706944,ALTO
69.8338570670345,ALTO
72.41058576373909,ALTO
65.43459686786589,BAJO
66.26765677024339,BAJO
69.9743008732506,ALTO
71.20919422372741,ALTO
69.9374001925209,ALTO
71.3860221929526,ALTO
64.5887816699057,BAJO
68.7929844158731,ALTO
68.4457467280668,ALTO
69.2015781220676,ALTO
69.4260173088723,ALTO
69.6062252013619,ALTO
72.8817069731098,ALTO
62.1783312217775,BAJO
68.8747066201055,ALTO
71.08008355859091,ALTO
72.1825341217157,ALTO
72.0627549780187,ALTO
67.3800578933842,ALTO
67.9346345330211,ALTO
70.80193025930821,ALTO
65.54912127189921,BAJO
70.1912244814707,ALTO
71.77899536827029,ALTO
68.1302884151545,ALTO
68.3594825628257,ALTO
66.090357013204,BAJO
71.5801231387686,ALTO
73.5366677229231,ALTO
71.11553184133041,ALTO
70.79430254581341,ALTO
71.7290604846774,ALTO
63.1965303693731,BAJO
68.1011134090994,ALTO
65.8560997291531,BAJO
68.34645650137921,ALTO
69.5602289299611,ALTO
68.7283040728389,ALTO
70.1582776521047,ALTO
68.9233366538642,ALTO
64.3001741979872,BAJO
70.45563305579608,ALTO
68.62406319025129,ALTO
69.6647517445683,ALTO
69.0588845404837,ALTO
67.2269862252501,ALTO
66.115799694985,BAJO
68.617387345682,ALTO
69.2490128135195,ALTO
69.6419061835922,ALTO
72.79702835706571,ALTO
75.0439950721537,ALTO
70.9726841308934,ALTO
74.3880124251986,ALTO
64.3621638717144,BAJO
71.3270010663305,ALTO
67.172024442062,ALTO
74.40167188530991,ALTO
63.8679209595893,BAJO
68.885991766866,ALTO
72.13199022439208,ALTO
68.403726169279,ALTO
65.0926563918755,BAJO
69.229679115924,ALTO
71.9477882649162,ALTO
67.4629906554446,ALTO
63.731048167698496,BAJO
60.679817402820206,BAJO
70.6633230772118,ALTO
67.59403112561499,ALTO
74.64950788331491,ALTO
70.46707885403609,ALTO
71.94401051927609,ALTO
74.0257508102552,ALTO
70.78222816222299,ALTO
64.7272569610009,BAJO
68.38302408018379,ALTO
71.4692208023458,ALTO
66.9444537375838,ALTO
70.79697900421641,ALTO
65.2924347799135,BAJO
61.754009828970496,BAJO
62.4806713089603,BAJO
67.80567987017879,ALTO
69.52599427976871,ALTO
72.5007566339455,ALTO
70.48529474444409,ALTO
66.689735993223,BAJO
71.29191758372,ALTO
71.7967671979694,ALTO
73.05634425050259,ALTO
68.8533543682849,ALTO
66.045443857521,BAJO
73.98590141557399,ALTO
69.2516178781137,ALTO
69.3406572151521,ALTO
70.976264966752,ALTO
63.5612776251623,BAJO
69.7701509519637,ALTO
65.1884775622368,BAJO
69.978940819921,ALTO
69.7505971518031,ALTO
71.1714311524347,ALTO
70.57200178294529,ALTO
65.6510895191431,BAJO
67.138414139275,ALTO
65.91808694181229,BAJO
73.7866364434803,ALTO
67.7372513405283,ALTO
65.5440762535086,BAJO
71.2139125656884,ALTO
65.5923540298347,BAJO
65.6675544806922,BAJO
61.9727358785594,BAJO
73.8999386863723,ALTO
72.34218364197041,ALTO
70.3116943408726,ALTO
67.1155643547224,ALTO
65.9324817643713,BAJO
67.2277450207952,ALTO
70.11434362938981,ALTO
74.84149971971159,ALTO
64.5273026254953,BAJO
70.0512546906491,ALTO
71.8331687752888,ALTO
72.8367396943866,ALTO
73.301865746729,ALTO
66.39319244743,BAJO
66.51516196021849,BAJO
69.2728126084372,ALTO
68.2319539277068,ALTO
70.41386903426121,ALTO
69.7268852052361,ALTO
65.510733890584,BAJO
69.1372693569977,ALTO
73.6661887960567,ALTO
65.8927525257603,BAJO
68.35442895833839,ALTO
70.424730529607,ALTO
72.0802011466065,ALTO
71.711124785333,ALTO
65.7291618715397,BAJO
63.89833819918471,BAJO
70.3160097119508,ALTO
65.788729792806,BAJO
69.8274641852115,ALTO
68.3311500917703,ALTO
67.7415892669206,ALTO
75.0338894406835,ALTO
73.4040585211468,ALTO
69.55476187936,ALTO
64.5390397840475,BAJO
67.5467614711226,ALTO
73.09647798489141,ALTO
66.5539810727358,BAJO
73.99160418885721,ALTO
70.86268805923609,ALTO
71.56873369665651,ALTO
65.8383911344328,BAJO
70.2755336626221,ALTO
61.773521995356,BAJO
74.8249453074994,ALTO
71.6051458474554,ALTO
67.260103577221,ALTO
70.92419443253509,ALTO
75.0596686483632,ALTO
73.1008762422727,ALTO
70.6619920308473,ALTO
67.14466734943979,ALTO
67.1231534297474,ALTO
69.5249439626314,ALTO
65.2246916634494,BAJO
68.41046282057161,ALTO
68.763463696161,ALTO
67.9368688125212,ALTO
69.2378286911685,ALTO
68.46572391809,ALTO
65.6942935969472,BAJO
69.4309980463662,ALTO
66.1353914165956,BAJO
70.8770481302174,ALTO
65.9730649994945,BAJO
64.9391154197026,BAJO
68.368603321184,ALTO
69.52555130632611,ALTO
66.4556021398344,BAJO
69.474581761728,ALTO
68.730098703226,ALTO
73.7812744801257,ALTO
76.50188334064,ALTO
71.2257019248704,ALTO
64.5062104482427,BAJO
66.5038149399263,BAJO
69.2104130403531,ALTO
63.5463697191554,BAJO
69.7311284328782,ALTO
68.6082084641792,ALTO
71.464130247868,ALTO
69.50948800145571,ALTO
73.7596357420018,ALTO
68.2777867627378,ALTO
72.4546334226458,ALTO
70.7691932703988,ALTO
70.45214074493421,ALTO
68.90409885338521,ALTO
69.2384271868614,ALTO
67.2778472839007,ALTO
71.46376469158179,ALTO
68.8406335127133,ALTO
71.4059647136753,ALTO
70.144874073255,ALTO
70.6796910335925,ALTO
68.5411160545877,ALTO
71.4347269121165,ALTO
65.2208204814207,BAJO
70.77315141834241,ALTO
69.760094789524,ALTO
63.962530684639596,BAJO
70.3041632689917,ALTO
70.3168492217264,ALTO
67.4054078779366,ALTO
67.121503053709,ALTO
68.3775798868721,ALTO
69.5782389725199,ALTO
62.5322532839863,BAJO
69.33682152588679,ALTO
66.78746727875141,BAJO
75.3912922303323,ALTO
71.1035636159129,ALTO
69.7938878917517,ALTO
66.47184446040629,BAJO
70.7137140881225,ALTO
63.618717286077995,BAJO
70.54927971743629,ALTO
67.4028210941089,ALTO
71.4351749033072,ALTO
68.59340513597749,ALTO
71.45232653527991,ALTO
70.6987899471723,ALTO
71.3914644848076,ALTO
70.4856431655714,ALTO
74.40818785565429,ALTO
63.4004232290441,BAJO
68.3997191187644,ALTO
67.4298541805405,ALTO
70.81199996512409,ALTO
67.1102710065681,ALTO
67.7282199001928,ALTO
68.55083218531671,ALTO
68.61948497258099,ALTO
70.605761010108,ALTO
67.0867812193882,ALTO
65.31170818510179,BAJO
69.9241467518784,ALTO
68.364634884563,ALTO
70.869804923435,ALTO
76.0123000122601,ALTO
67.9659678054035,ALTO
69.7650874422372,ALTO
69.5686723852038,ALTO
71.5600187424886,ALTO
70.9580492704939,ALTO
65.4409223111664,BAJO
70.9761245175843,ALTO
67.9928512420125,ALTO
70.51851509062459,ALTO
69.10919143828339,ALTO
71.6055730996525,ALTO
69.88955858175771,ALTO
66.4568987750028,BAJO
70.2913541843552,ALTO
62.619965202441904,BAJO
66.621681831888,BAJO
65.3502881767895,BAJO
71.60673988891959,ALTO
69.4129144287566,ALTO
69.8938135929651,ALTO
65.665958564131,BAJO
64.40827325121451,BAJO
68.62688583476,ALTO
69.60028264426751,ALTO
67.4532312427657,ALTO
68.1699945979806,ALTO
69.55361403610401,ALTO
65.7472979878932,BAJO
73.1223931509758,ALTO
66.6209260032382,BAJO
69.1459089866395,ALTO
65.965795047667,BAJO
67.20326641632711,ALTO
65.4539571708589,BAJO
73.0300920269224,ALTO
68.31724490230219,ALTO
66.3342814592302,BAJO
72.3619834817878,ALTO
67.7174274900004,ALTO
70.47759130174741,ALTO
71.16299164735871,ALTO
69.3547795615889,ALTO
70.09723764503839,ALTO
69.2972916961487,ALTO
63.3099692849417,BAJO
67.88722988909471,ALTO
73.20296990103591,ALTO
73.1411550985637,ALTO
70.8959825454072,ALTO
72.1426926653778,ALTO
72.13277786749559,ALTO
71.20661874309059,ALTO
66.25215051141771,BAJO
72.34158877426951,ALTO
68.068922111764,ALTO
71.39730891373671,ALTO
65.7260320477284,BAJO
67.1104474203962,ALTO
72.2150349075593,ALTO
63.00978308483211,BAJO
69.5691552119986,ALTO
70.40400167970779,ALTO
68.0302155969993,ALTO
69.7779103180642,ALTO
62.0786351862267,BAJO
65.8344196799245,BAJO
70.78093603917591,ALTO
69.5714302095419,ALTO
67.3270648124962,ALTO
67.81460188310679,ALTO
66.68224276697501,BAJO
69.63970874905691,ALTO
64.77423740371529,BAJO
73.9629410745522,ALTO
67.9333838365102,ALTO
66.7700394702836,BAJO
68.936357575679,ALTO
76.4345587137262,ALTO
68.996145368249,ALTO
73.5018396237801,ALTO
69.6031034024769,ALTO
72.067379985717,ALTO
70.4892245364657,ALTO
67.0348505611985,ALTO
66.184108496297,BAJO
68.6942095017358,ALTO
66.6532337437077,BAJO
69.83865707827479,ALTO
66.24506480705149,BAJO
72.8110316092765,ALTO
64.4747469568808,BAJO
69.75447932525489,ALTO
70.6614443891591,ALTO
72.4706184938672,ALTO
68.1715328455939,ALTO
72.9871714255633,ALTO
70.5335647702984,ALTO
70.0469530715995,ALTO
69.0160671628343,ALTO
73.5491622682398,ALTO
68.11809782749799,ALTO
68.2876370331869,ALTO
71.527047694968,ALTO
73.39654292828979,ALTO
69.8445640844681,ALTO
70.15196587966999,ALTO
66.2997258732792,BAJO
76.4929339594115,ALTO
71.0323851971723,ALTO
66.6310409367559,BAJO
66.0755368151504,BAJO
70.6131624145417,ALTO
65.2034806844673,BAJO
66.8618612870774,BAJO
73.75799829867759,ALTO
69.8980860723227,ALTO
69.5273197188296,ALTO
66.74447747003761,BAJO
69.0744920316712,ALTO
68.5617507293083,ALTO
70.3225500128014,ALTO
71.94912042114458,ALTO
70.91655179249841,ALTO
70.37112335334001,ALTO
67.796477151995,ALTO
68.69999562997721,ALTO
69.1146317960513,ALTO
67.69710364558449,ALTO
71.28033023092391,ALTO
71.4275751935442,ALTO
71.04335632080459,ALTO
64.72625593979821,BAJO
67.14815943713039,ALTO
72.29169702561,ALTO
70.2428661701033,ALTO
64.457857849175,BAJO
74.46498854435579,ALTO
65.2989151495077,BAJO
72.7495261139615,ALTO
65.7181787540213,BAJO
68.8900949391591,ALTO
73.0384086139,ALTO
69.86074638417,ALTO
69.8611969523225,ALTO
71.7655616628825,ALTO
66.8208458858784,BAJO
67.7876938262705,ALTO
69.2507138496364,ALTO
68.92967210836589,ALTO
68.9971098556648,ALTO
66.3739949336111,BAJO
66.3765193269966,BAJO
69.05456975656979,ALTO
65.6674754047304,BAJO
62.7528775216661,BAJO
66.57798670588299,BAJO
67.2721706595338,ALTO
69.836551651926,ALTO
74.216430944514,ALTO
71.2305285617873,ALTO
70.76286512658179,ALTO
67.8789538779499,ALTO
67.1145266908252,ALTO
66.5398122216795,BAJO
67.0912186560557,ALTO
68.8934176530557,ALTO
71.88269674201959,ALTO
70.5318761057351,ALTO
66.8547377457483,BAJO
77.1608008945486,ALTO
68.1985373165711,ALTO
66.7957930920407,BAJO
74.0702062076238,ALTO
69.6917430451575,ALTO
70.48275741063729,ALTO
66.2029636090014,BAJO
71.85788790723079,ALTO
65.975207182975,BAJO
72.67696109013059,ALTO
69.8120217064516,ALTO
69.04314598092961,ALTO
63.8506783939551,BAJO
64.9097852365578,BAJO
65.045444008848,BAJO
68.8743961941656,ALTO
69.98221949924171,ALTO
62.709303709749,BAJO
66.9234367580027,BAJO
67.2690439717089,ALTO
72.12252553138791,ALTO
69.61140325501229,ALTO
65.18470087045,BAJO
74.0802749473551,ALTO
61.121828632923005,BAJO
68.321452866911,ALTO
63.9529283994475,BAJO
68.5813735185472,ALTO
64.9259089634653,BAJO
69.65975352420071,ALTO
71.1207533229965,ALTO
62.8041907055702,BAJO
70.8112617091695,ALTO
69.5495105694549,ALTO
67.0323461956309,ALTO
67.396834254227,ALTO
69.3718433314283,ALTO
74.54513694044721,ALTO
66.55652498520911,BAJO
67.2599528243859,ALTO
66.00196772509149,BAJO
67.2835074243167,ALTO
67.924633636526,ALTO
66.05763380702871,BAJO
65.8445804640368,BAJO
69.031062851652,ALTO
70.3271164111783,ALTO
66.5343065072948,BAJO
71.4716748983661,ALTO
70.0469307663445,ALTO
68.6057105628212,ALTO
68.9823807296095,ALTO
73.78888490428109,ALTO
69.0728108169759,ALTO
73.1879491114706,ALTO
68.6773844055852,ALTO
64.9223362561123,BAJO
66.1112291402564,BAJO
67.74898985253671,ALTO
71.8139035569294,ALTO
69.1954412203952,ALTO
67.4071716573248,ALTO
69.8766334089165,ALTO
64.366676724607,BAJO
67.492853857301,ALTO
73.1224332056134,ALTO
67.6529454789154,ALTO
68.5379018504103,ALTO
70.7247580226813,ALTO
68.230150312392,ALTO
67.6971234115329,ALTO
73.7167427530004,ALTO
68.8584572194312,ALTO
66.473765965897,BAJO
69.97228132109049,ALTO
67.5561832236562,ALTO
74.27201865479559,ALTO
72.09385997981421,ALTO
69.5697796657481,ALTO
71.6140894517358,ALTO
67.1385496121352,ALTO
68.4156512567171,ALTO
78.0958674715774,ALTO
68.6426275979686,ALTO
70.0268418933568,ALTO
74.3256770078908,ALTO
72.2316362418495,ALTO
67.6666640962661,ALTO
66.4241871307394,BAJO
65.07111347024001,BAJO
69.1569821008043,ALTO
67.8053118990619,ALTO
68.23874539211221,ALTO
72.54885197588841,ALTO
74.0564268450105,ALTO
73.2367882181052,ALTO
72.83768487972701,ALTO
68.2698199019828,ALTO
70.0718191269297,ALTO
71.7386947669324,ALTO
68.67395970058911,ALTO
70.1821393878583,ALTO
66.9466142031627,ALTO
67.6759885362138,ALTO
67.9035731889727,ALTO
67.1994321067045,ALTO
66.9978619626889,ALTO
66.0297085023259,BAJO
67.81428589822521,ALTO
71.4476515071247,ALTO
70.0793233086792,ALTO
73.72161323913541,ALTO
66.3880066376365,BAJO
68.1960877832841,ALTO
68.27535972688639,ALTO
65.939647420795,BAJO
66.8718778782401,BAJO
66.19800894547751,BAJO
73.3030102192602,ALTO
69.28503608586959,ALTO
71.7697616639065,ALTO
63.6394826469139,BAJO
72.1615449731694,ALTO
72.00328044084591,ALTO
68.1658368140247,ALTO
69.0848967998428,ALTO
67.1884505190303,ALTO
63.6150187831657,BAJO
71.7206116065485,ALTO
70.47512583600721,ALTO
72.86758744342809,ALTO
68.16284382017939,ALTO
69.6791496982697,ALTO
63.0000474918155,BAJO
71.75812504227899,ALTO
71.6296782559616,ALTO
71.0641053823961,ALTO
70.1151444079114,ALTO
70.44887435147069,ALTO
68.541467407648,ALTO
71.3339207759372,ALTO
67.1809386261221,ALTO
73.106344278894,ALTO
70.88748660869909,ALTO
71.91022602056941,ALTO
73.56929780945741,ALTO
69.8015752287252,ALTO
70.6278697921492,ALTO
66.3145767354902,BAJO
70.2693597330089,ALTO
70.97870258928091,ALTO
70.3150663683053,ALTO
71.51370052716099,ALTO
70.9985462096108,ALTO
66.69530921979761,BAJO
72.6589995697388,ALTO
66.51004276977801,BAJO
66.5782346185595,BAJO
66.724680167423,BAJO
69.2955464784272,ALTO
68.3229823060042,ALTO
65.7979530477724,BAJO
70.12376143262121,ALTO
69.0640886145382,ALTO
70.907736687617,ALTO
66.75412980894171,BAJO
68.5893591252093,ALTO
70.9737877713209,ALTO
63.1785973050145,BAJO
69.903210979087,ALTO
67.7337208766801,ALTO
71.09295626272609,ALTO
70.12179615062179,ALTO
65.78802418604499,BAJO
71.5072424097625,ALTO
71.71549797269292,ALTO
71.4544113112009,ALTO
69.3856358757495,ALTO
