,Height
174,67.5994241952902
175,68.245944093831
176,64.808621440717
177,67.4922182698406
178,68.18073070686539
179,69.553384902902
180,66.4022496683603
181,66.5921571146877
182,71.93588658284821
183,68.2870417278818
184,69.95545119516379
185,71.8511291454027
186,65.75549864067371
187,67.03185207898281
188,76.7098348578592
189,72.57112137129579
190,69.72880489736711
191,72.799224004586
192,72.5393540719418
193,72.2947433844169
194,67.2533248158638
195,75.9444603760016
196,66.3162319187446
197,71.15605349004359
198,71.1922022869477
199,72.1975120071642
200,75.1408214339315
201,64.4115293597211
202,64.7344243580774
203,63.4145871379546
204,67.8486652335686
205,65.9317848288
206,70.96655043634259
207,67.5807472772935
208,68.589270437901
209,70.3247534441504
210,72.3944804051075
211,70.82085671452559
212,65.9033012610258
213,74.7953750218274
214,67.6809190342573
215,67.1559627687305
216,71.7748412248401
217,64.66523194496641
218,68.1227683623759
219,66.786927239528
220,66.805849836748
221,67.8860137980274
222,69.1735769192432
223,70.2249233263794
224,64.8557991775539
225,67.8210932715426
226,63.44024746708649
227,71.8484348479039
228,66.72807364708629
229,71.9683056520603
230,76.0213474760963
231,71.4761012826014
232,67.3698086448686
233,70.55524375954991
234,69.8671012814472
235,67.94757004216251
236,74.104558863713
237,69.167836299535
238,66.557228572704
239,66.7016049901078
240,67.2460649543824
241,69.0513854849974
242,70.6727471767308
243,65.4989951214088
244,65.18722085356221
245,67.56814300608261
246,73.8153856882339
247,71.606564208448
248,67.724749235945
249,68.231131952185
250,65.9294217100738
251,71.5484957096636
252,69.1643811220365
253,68.5976593239588
254,71.0575108857852
255,63.6440595814991
256,71.18245539563691
257,66.1286731698491
258,65.0573731150978
259,68.0913743588464
260,70.993143899047
261,74.2211748776249
262,69.3271181795885
263,64.93134219408421
264,68.3468423145436
265,70.9291250844694
266,61.47780920159389
267,68.4908127185185
268,72.04988987081859
269,72.52166702577671
270,71.233911393331
271,72.2591151862599
272,67.56503990456511
273,72.26760699498
274,62.6002479975529
275,66.2364372917754
276,69.65043741236879
277,69.28592140617211
278,70.72527873735051
279,68.8286149599904
280,66.0144282335004
281,66.4148820603895
282,66.6156243917126
283,68.0348217821036
284,70.50239804409459
285,69.15772949308679
286,70.7950226136223
287,65.1943771233415
288,74.7857143190925
289,71.0669062761598
290,69.334197785954
291,69.8992039506227
292,64.4251937917821
293,67.85213069861
294,67.549069488044
295,74.7674468449337
296,71.41894598636479
297,67.1203443862066
298,69.8595879120267
299,68.43081339141051
300,67.9334826070233
301,68.4953431552723
302,65.24414341065389
303,70.18535204699
304,71.10413316453071
305,68.4475785430627
306,65.4205768240508
307,67.7007881137183
308,74.2230630621199
309,71.1672458708534
310,67.2307718899502
311,67.880559193661
312,67.3763754684836
313,68.7612469290256
314,71.7052725009646
315,69.3809947926619
316,73.7165276342286
317,69.4533762078207
318,70.7862898094215
319,71.76846373690121
320,69.34345395861651
321,65.2860255086334
322,70.9218444138077
323,68.5966626863791
324,68.6037964328568
325,69.4787441197736
326,65.93089621499661
327,68.5233452979566
328,73.92912412622151
329,71.1979378222303
330,66.5565868729681
331,71.7422762291745
332,69.74482933165379
333,66.7506541256505
334,69.69242225715129
335,70.40351683084141
336,69.0197361098685
337,64.732287155256
338,70.9980744408969
339,64.4598142530512
340,69.749522583002
341,71.5268488121848
342,68.327915863972
343,70.7647201641119
344,71.41904963415159
345,69.3904740948909
346,72.001732217799
347,69.19147497333529
348,66.1663632831791
349,67.272142995153
350,70.9158354035361
351,69.1198877896665
352,67.409025871346
353,72.93864904020799
354,70.49092869599579
355,69.0082594618674
356,66.7621099176273
357,69.1206637294553
358,73.1262671878997
359,67.48682389541739
360,64.95507833495
361,67.7824890749697
362,67.662398796047
363,66.47639700646829
364,72.98707020104341
365,69.5632322771984
366,71.0035601394697
367,69.9156373621056
368,71.697141788046
369,67.6499408575301
370,68.2955545645253
371,68.687255673712
372,68.9157716453463
373,68.9608796727544
374,67.2472352041876
375,68.915863641061
376,65.8385445036175
377,64.67107554783671
378,66.2958977236134
379,67.0975857472015
380,66.998289732799
381,70.9619709026438
382,68.4208722048485
383,67.6525275866462
384,75.6201931582543
385,70.549242022249
386,68.8908389093416
387,68.28453191951169
388,64.9950782592052
389,65.5757715426728
390,69.30608824027121
391,65.7047154221532
392,67.8039910102957
393,69.2161473119131
394,68.015006008896
395,61.9269489433641
396,67.2663627155588
397,67.6768218539142
398,69.9709036159667
399,65.3134615369232
400,71.90600544057071
401,66.23390404218429
402,65.814942824229
403,72.8449478550183
404,70.94944345261291
405,71.3438076277468
406,71.05566415795059
407,61.92554729477779
408,68.7624575579021
409,67.5839414255894
410,67.3616946688862
411,65.8791565562673
412,68.6947621511413
413,69.5348615536043
414,66.63469082828651
415,69.8099015736912
416,68.6798736853237
417,71.615178750348
418,69.6897953335489
419,70.90108636532479
420,68.005813992332
421,70.6157439783607
422,71.5711941575576
423,73.0128632629827
424,60.748117867457
425,69.082119625473
426,69.3387376279613
427,67.75713771156529
428,76.02708186305121
429,72.2276161601432
430,68.9210413450252
431,65.334927680754
432,65.932403451767
433,70.4666893102283
434,73.181043621139
435,68.550879686478
436,68.5294082502857
437,63.596455420454504
438,67.14424122779529
439,70.8163706158515
440,73.530284807779
441,66.1410689194018
442,67.9068497483934
443,71.4333758216347
444,67.11267979802619
445,73.2839179655908
446,63.672583154093296
447,69.2253203013539
448,69.6701240248717
449,70.4854481656936
450,69.0046778666841
451,68.4578940081104
452,66.024733782518
453,69.3181691252784
454,69.0777405646964
455,73.56227036679041
456,66.0876888866475
457,73.5259843332352
458,69.6790602156639
459,66.6767811169297
460,72.96166546771171
461,68.246872144459
462,71.9566258887157
463,71.0586333491432
464,66.9769499482511
465,68.47800207572601
466,71.2844413912849
467,64.980456290984
468,66.7618838734058
469,68.76616172387929
470,68.9925435671764
471,71.295194595564
472,69.0494784004474
473,66.54148201629441
474,68.51552344512079
475,67.4597153131659
476,71.35738241268241
477,68.5904060416654
478,69.736086706944
479,69.8338570670345
480,72.41058576373909
481,65.43459686786589
482,66.26765677024339
483,69.9743008732506
484,71.20919422372741
485,69.9374001925209
486,71.3860221929526
487,64.5887816699057
488,68.7929844158731
489,68.4457467280668
490,69.2015781220676
491,69.4260173088723
492,69.6062252013619
493,72.8817069731098
494,62.1783312217775
495,68.8747066201055
496,71.08008355859091
497,72.1825341217157
498,72.0627549780187
499,67.3800578933842
500,67.9346345330211
501,70.80193025930821
502,65.54912127189921
503,70.1912244814707
504,71.77899536827029
505,68.1302884151545
506,68.3594825628257
507,66.090357013204
508,71.5801231387686
509,73.5366677229231
510,71.11553184133041
511,70.79430254581341
512,71.7290604846774
513,63.1965303693731
514,68.1011134090994
515,65.8560997291531
516,68.34645650137921
517,69.5602289299611
518,68.7283040728389
519,70.1582776521047
520,68.9233366538642
521,64.3001741979872
522,70.45563305579608
523,68.62406319025129
524,69.6647517445683
525,69.0588845404837
526,67.2269862252501
527,66.115799694985
528,68.617387345682
529,69.2490128135195
530,69.6419061835922
531,72.79702835706571
532,75.0439950721537
533,70.9726841308934
534,74.3880124251986
535,64.3621638717144
536,71.3270010663305
537,67.172024442062
538,74.40167188530991
539,63.8679209595893
540,68.885991766866
541,72.13199022439208
542,68.403726169279
543,65.0926563918755
544,69.229679115924
545,71.9477882649162
546,67.4629906554446
547,63.731048167698496
548,60.679817402820206
549,70.6633230772118
550,67.59403112561499
551,74.64950788331491
552,70.46707885403609
553,71.94401051927609
554,74.0257508102552
555,70.78222816222299
556,64.7272569610009
557,68.38302408018379
558,71.4692208023458
559,66.9444537375838
560,70.79697900421641
561,65.2924347799135
562,61.754009828970496
563,62.4806713089603
564,67.80567987017879
565,69.52599427976871
566,72.5007566339455
567,70.48529474444409
568,66.689735993223
569,71.29191758372
570,71.7967671979694
571,73.05634425050259
572,68.8533543682849
573,66.045443857521
574,73.98590141557399
575,69.2516178781137
576,69.3406572151521
577,70.976264966752
578,63.5612776251623
579,69.7701509519637
580,65.1884775622368
581,69.978940819921
582,69.7505971518031
583,71.1714311524347
584,70.57200178294529
585,65.6510895191431
586,67.138414139275
587,65.91808694181229
588,73.7866364434803
589,67.7372513405283
590,65.5440762535086
591,71.2139125656884
592,65.5923540298347
593,65.6675544806922
594,61.9727358785594
595,73.8999386863723
596,72.34218364197041
597,70.3116943408726
598,67.1155643547224
599,65.9324817643713
600,67.2277450207952
601,70.11434362938981
602,74.84149971971159
603,64.5273026254953
604,70.0512546906491
605,71.8331687752888
606,72.8367396943866
607,73.301865746729
608,66.39319244743
609,66.51516196021849
610,69.2728126084372
611,68.2319539277068
612,70.41386903426121
613,69.7268852052361
614,65.510733890584
615,69.1372693569977
616,73.6661887960567
617,65.8927525257603
618,68.35442895833839
619,70.424730529607
620,72.0802011466065
621,71.711124785333
622,65.7291618715397
623,63.89833819918471
624,70.3160097119508
625,65.788729792806
626,69.8274641852115
627,68.3311500917703
628,67.7415892669206
629,75.0338894406835
630,73.4040585211468
631,69.55476187936
632,64.5390397840475
633,67.5467614711226
634,73.09647798489141
635,66.5539810727358
636,73.99160418885721
637,70.86268805923609
638,71.56873369665651
639,65.8383911344328
640,70.2755336626221
641,61.773521995356
642,74.8249453074994
643,71.6051458474554
644,67.260103577221
645,70.92419443253509
646,75.0596686483632
647,73.1008762422727
648,70.6619920308473
649,67.14466734943979
650,67.1231534297474
651,69.5249439626314
652,65.2246916634494
653,68.41046282057161
654,68.763463696161
655,67.9368688125212
656,69.2378286911685
657,68.46572391809
658,65.6942935969472
659,69.4309980463662
660,66.1353914165956
661,70.8770481302174
662,65.9730649994945
663,64.9391154197026
664,68.368603321184
665,69.52555130632611
666,66.4556021398344
667,69.474581761728
668,68.730098703226
669,73.7812744801257
670,76.50188334064
671,71.2257019248704
672,64.5062104482427
673,66.5038149399263
674,69.2104130403531
675,63.5463697191554
676,69.7311284328782
677,68.6082084641792
678,71.464130247868
679,69.50948800145571
680,73.7596357420018
681,68.2777867627378
682,72.4546334226458
683,70.7691932703988
684,70.45214074493421
685,68.90409885338521
686,69.2384271868614
687,67.2778472839007
688,71.46376469158179
689,68.8406335127133
690,71.4059647136753
691,70.144874073255
692,70.6796910335925
693,68.5411160545877
694,71.4347269121165
695,65.2208204814207
696,70.77315141834241
697,69.760094789524
698,63.962530684639596
699,70.3041632689917
700,70.3168492217264
701,67.4054078779366
702,67.121503053709
703,68.3775798868721
704,69.5782389725199
705,62.5322532839863
706,69.33682152588679
707,66.78746727875141
708,75.3912922303323
709,71.1035636159129
710,69.7938878917517
711,66.47184446040629
712,70.7137140881225
713,63.618717286077995
714,70.54927971743629
715,67.4028210941089
716,71.4351749033072
717,68.59340513597749
718,71.45232653527991
719,70.6987899471723
720,71.3914644848076
721,70.4856431655714
722,74.40818785565429
723,63.4004232290441
724,68.3997191187644
725,67.4298541805405
726,70.81199996512409
727,67.1102710065681
728,67.7282199001928
729,68.55083218531671
730,68.61948497258099
731,70.605761010108
732,67.0867812193882
733,65.31170818510179
734,69.9241467518784
735,68.364634884563
736,70.869804923435
737,76.0123000122601
738,67.9659678054035
739,69.7650874422372
740,69.5686723852038
741,71.5600187424886
742,70.9580492704939
743,65.4409223111664
744,70.9761245175843
745,67.9928512420125
746,70.51851509062459
747,69.10919143828339
748,71.6055730996525
749,69.88955858175771
750,66.4568987750028
751,70.2913541843552
752,62.619965202441904
753,66.621681831888
754,65.3502881767895
755,71.60673988891959
756,69.4129144287566
757,69.8938135929651
758,65.665958564131
759,64.40827325121451
760,68.62688583476
761,69.60028264426751
762,67.4532312427657
763,68.1699945979806
764,69.55361403610401
765,65.7472979878932
766,73.1223931509758
767,66.6209260032382
768,69.1459089866395
769,65.965795047667
770,67.20326641632711
771,65.4539571708589
772,73.0300920269224
773,68.31724490230219
774,66.3342814592302
775,72.3619834817878
776,67.7174274900004
777,70.47759130174741
778,71.16299164735871
779,69.3547795615889
780,70.09723764503839
781,69.2972916961487
782,63.3099692849417
783,67.88722988909471
784,73.20296990103591
785,73.1411550985637
786,70.8959825454072
787,72.1426926653778
788,72.13277786749559
789,71.20661874309059
790,66.25215051141771
791,72.34158877426951
792,68.068922111764
793,71.39730891373671
794,65.7260320477284
795,67.1104474203962
796,72.2150349075593
797,63.00978308483211
798,69.5691552119986
799,70.40400167970779
800,68.0302155969993
801,69.7779103180642
802,62.0786351862267
803,65.8344196799245
804,70.78093603917591
805,69.5714302095419
806,67.3270648124962
807,67.81460188310679
808,66.68224276697501
809,69.63970874905691
810,64.77423740371529
811,73.9629410745522
812,67.9333838365102
813,66.7700394702836
814,68.936357575679
815,76.4345587137262
816,68.996145368249
817,73.5018396237801
818,69.6031034024769
819,72.067379985717
820,70.4892245364657
821,67.0348505611985
822,66.184108496297
823,68.6942095017358
824,66.6532337437077
825,69.83865707827479
826,66.24506480705149
827,72.8110316092765
828,64.4747469568808
829,69.75447932525489
830,70.6614443891591
831,72.4706184938672
832,68.1715328455939
833,72.9871714255633
834,70.5335647702984
835,70.0469530715995
836,69.0160671628343
837,73.5491622682398
838,68.11809782749799
839,68.2876370331869
840,71.527047694968
841,73.39654292828979
842,69.8445640844681
843,70.15196587966999
844,66.2997258732792
845,76.4929339594115
846,71.0323851971723
847,66.6310409367559
848,66.0755368151504
849,70.6131624145417
850,65.2034806844673
851,66.8618612870774
852,73.75799829867759
853,69.8980860723227
854,69.5273197188296
855,66.74447747003761
856,69.0744920316712
857,68.5617507293083
858,70.3225500128014
859,71.94912042114458
860,70.91655179249841
861,70.37112335334001
862,67.796477151995
863,68.69999562997721
864,69.1146317960513
865,67.69710364558449
866,71.28033023092391
867,71.4275751935442
868,71.04335632080459
869,64.72625593979821
870,67.14815943713039
871,72.29169702561
872,70.2428661701033
873,64.457857849175
874,74.46498854435579
875,65.2989151495077
876,72.7495261139615
877,65.7181787540213
878,68.8900949391591
879,73.0384086139
880,69.86074638417
881,69.8611969523225
882,71.7655616628825
883,66.8208458858784
884,67.7876938262705
885,69.2507138496364
886,68.92967210836589
887,68.9971098556648
888,66.3739949336111
889,66.3765193269966
890,69.05456975656979
891,65.6674754047304
892,62.7528775216661
893,66.57798670588299
894,67.2721706595338
895,69.836551651926
896,74.216430944514
897,71.2305285617873
898,70.76286512658179
899,67.8789538779499
900,67.1145266908252
901,66.5398122216795
902,67.0912186560557
903,68.8934176530557
904,71.88269674201959
905,70.5318761057351
906,66.8547377457483
907,77.1608008945486
908,68.1985373165711
909,66.7957930920407
910,74.0702062076238
911,69.6917430451575
912,70.48275741063729
913,66.2029636090014
914,71.85788790723079
915,65.975207182975
916,72.67696109013059
917,69.8120217064516
918,69.04314598092961
919,63.8506783939551
920,64.9097852365578
921,65.045444008848
922,68.8743961941656
923,69.98221949924171
924,62.709303709749
925,66.9234367580027
926,67.2690439717089
927,72.12252553138791
928,69.61140325501229
929,65.18470087045
930,74.0802749473551
931,61.121828632923005
932,68.321452866911
933,63.9529283994475
934,68.5813735185472
935,64.9259089634653
936,69.65975352420071
937,71.1207533229965
938,62.8041907055702
939,70.8112617091695
940,69.5495105694549
941,67.0323461956309
942,67.396834254227
943,69.3718433314283
944,74.54513694044721
945,66.55652498520911
946,67.2599528243859
947,66.00196772509149
948,67.2835074243167
949,67.924633636526
950,66.05763380702871
951,65.8445804640368
952,69.031062851652
953,70.3271164111783
954,66.5343065072948
955,71.4716748983661
956,70.0469307663445
957,68.6057105628212
958,68.9823807296095
959,73.78888490428109
960,69.0728108169759
961,73.1879491114706
962,68.6773844055852
963,64.9223362561123
964,66.1112291402564
965,67.74898985253671
966,71.8139035569294
967,69.1954412203952
968,67.4071716573248
969,69.8766334089165
970,64.366676724607
971,67.492853857301
972,73.1224332056134
973,67.6529454789154
974,68.5379018504103
975,70.7247580226813
976,68.230150312392
977,67.6971234115329
978,73.7167427530004
979,68.8584572194312
980,66.473765965897
981,69.97228132109049
982,67.5561832236562
983,74.27201865479559
984,72.09385997981421
985,69.5697796657481
986,71.6140894517358
987,67.1385496121352
988,68.4156512567171
989,78.0958674715774
990,68.6426275979686
991,70.0268418933568
992,74.3256770078908
993,72.2316362418495
994,67.6666640962661
995,66.4241871307394
996,65.07111347024001
997,69.1569821008043
998,67.8053118990619
999,68.23874539211221
1000,72.54885197588841
1001,74.0564268450105
1002,73.2367882181052
1003,72.83768487972701
1004,68.2698199019828
1005,70.0718191269297
1006,71.7386947669324
1007,68.67395970058911
1008,70.1821393878583
1009,66.9466142031627
1010,67.6759885362138
1011,67.9035731889727
1012,67.1994321067045
1013,66.9978619626889
1014,66.0297085023259
1015,67.81428589822521
1016,71.4476515071247
1017,70.0793233086792
1018,73.72161323913541
1019,66.3880066376365
1020,68.1960877832841
1021,68.27535972688639
1022,65.939647420795
1023,66.8718778782401
1024,66.19800894547751
1025,73.3030102192602
1026,69.28503608586959
1027,71.7697616639065
1028,63.6394826469139
1029,72.1615449731694
1030,72.00328044084591
1031,68.1658368140247
1032,69.0848967998428
1033,67.1884505190303
1034,63.6150187831657
1035,71.7206116065485
1036,70.47512583600721
1037,72.86758744342809
1038,68.16284382017939
1039,69.6791496982697
1040,63.0000474918155
1041,71.75812504227899
1042,71.6296782559616
1043,71.0641053823961
1044,70.1151444079114
1045,70.44887435147069
1046,68.541467407648
1047,71.3339207759372
1048,67.1809386261221
1049,73.106344278894
1050,70.88748660869909
1051,71.91022602056941
1052,73.56929780945741
1053,69.8015752287252
1054,70.6278697921492
1055,66.3145767354902
1056,70.2693597330089
1057,70.97870258928091
1058,70.3150663683053
1059,71.51370052716099
1060,70.9985462096108
1061,66.69530921979761
1062,72.6589995697388
1063,66.51004276977801
1064,66.5782346185595
1065,66.724680167423
1066,69.2955464784272
1067,68.3229823060042
1068,65.7979530477724
1069,70.12376143262121
1070,69.0640886145382
1071,70.907736687617
1072,66.75412980894171
1073,68.5893591252093
1074,70.9737877713209
1075,63.1785973050145
1076,69.903210979087
1077,67.7337208766801
1078,71.09295626272609
1079,70.12179615062179
1080,65.78802418604499
1081,71.5072424097625
1082,71.71549797269292
1083,71.4544113112009
1084,69.3856358757495
1085,70.151264910493
1086,72.1091123164682
1087,71.6202858302892
1088,69.20709958564
1089,71.1056269376139
1090,67.0683040230582
1091,75.9999570462348
1092,67.9863735952195
1093,69.3813459840736
1094,71.423946436313
1095,70.4713972712467
1096,71.859848860773
1097,72.7161660256644
1098,72.92136713594759
1099,71.7617473109073
1100,74.6691968221783
1101,67.3237143198475
1102,70.5550039573969
1103,65.180936559831
1104,69.7310134328264
1105,71.7514225465602
1106,68.9704141815399
1107,65.0412211274532
1108,70.0208093261174
1109,71.03482921671021
1110,72.8715387429678
1111,71.9202218421528
1112,73.9677226935135
1113,65.6645179140051
1114,70.85793197874258
1115,68.1565892187146
1116,67.1779165872217
1117,70.8569501677738
1118,63.8109745499868
1119,66.9495911176366
1120,70.2806922973296
1121,70.3234932488186
1122,70.5660638405893
1123,69.2941675737702
1124,74.3892257028474
1125,66.8923146946385
1126,73.62154396588059
1127,69.0905631901075
1128,67.5420227771115
1129,62.9219488933032
1130,68.8501522535562
1131,69.6117828468981
1132,69.515658538578
1133,69.10691697418581
1134,66.8227632176705
1135,71.11214407562541
1136,67.761713150215
1137,66.5607406026772
1138,67.1025195408383
1139,69.5821112394664
1140,72.2804004250609
1141,69.20766610545479
1142,69.02647454719751
1143,65.4350594576355
1144,68.4655715588414
1145,71.96301517958909
1146,73.7595502260715
1147,70.5325130216882
1148,69.0133350151182
1149,73.611985368161
1150,68.4910721358846
1151,64.091613053367
1152,67.97215982529801
1153,70.834553554723
1154,71.647579805356
1155,67.3114985365535
1156,68.2430018377665
1157,65.4772247418039
1158,70.7110301409631
1159,67.1761153618309
1160,67.74920685072479
1161,68.4549038321081
1162,72.3003078956615
1163,65.402874534923
1164,65.6425841377384
1165,69.4424211834076
1166,67.9984092613359
1167,71.6927656587184
1168,73.60300660530301
1169,67.27719753097429
1170,72.12491003320929
1171,68.6158120198116
1172,65.2270970447013
1173,66.3275173287769
1174,70.0773150916612
1175,66.63826917511021
1176,72.97226337066459
1177,74.7587524407353
1178,65.8480610833912
1179,66.60128332168101
1180,68.2379541853656
1181,69.6414647695794
1182,65.2524791548656
1183,66.5819985137788
1184,68.2566445960853
1185,69.0073899850199
1186,70.0646884710531
1187,71.08480384050321
1188,71.104247761678
1189,68.5410421871881
1190,69.0205130460682
1191,66.8878193396546
1192,68.8863667479848
1193,68.3708428620063
1194,66.20961728607121
1195,64.6866910596959
1196,67.99211378841129
1197,64.7370890418541
1198,70.0804399795118
1199,66.4670414178992
1200,72.1740783551613
1201,64.5872560932148
1202,74.4012095099531
1203,71.2888438677571
1204,65.3793247430515
1205,68.0663780438904
1206,64.6992944791965
1207,69.59482622851479
1208,72.42580596597071
1209,66.7299160588956
1210,68.6712873977612
1211,69.5612965429514
1212,72.7718748251832
1213,69.4756082831272
1214,69.4199123426469
1215,65.8060628711679
1216,71.6803477761641
1217,66.351741525466
1218,66.46802469233461
1219,70.47650533431741
1220,68.1036264821955
1221,65.83165438792341
1222,69.1952984648356
1223,72.8810918503987
1224,67.77822980183129
1225,70.0260489470193
1226,71.35078258076409
1227,71.46570236183621
1228,69.212011125578
1229,68.034731117295
1230,71.9674817033336
1231,71.33782072736179
1232,72.3943234618083
1233,60.363311559603204
1234,70.46445649121159
1235,71.71367459059759
1236,70.5426410107103
1237,73.1220063070153
1238,62.063835838707504
1239,69.0805772727402
1240,71.5107297946254
1241,70.5846835183374
1242,65.03103349701391
1243,67.9192792827025
1244,68.8908721340211
1245,70.708075083398
1246,64.5773120396846
1247,70.9659857187419
1248,68.7953827477904
1249,65.4132806897686
1250,65.2065329311008
1251,69.93271018719349
1252,66.90121173604771
1253,67.2558941429024
1254,68.5061009493525
1255,67.75736066750939
1256,66.3897787194532
1257,70.2091371985465
1258,68.7016969754071
1259,70.7721645348325
1260,74.95506498597629
1261,66.35813705337071
1262,66.0766957855465
1263,66.8388529798032
1264,72.16575665625629
1265,68.2563559898149
1266,69.4457147757344
1267,70.43475028342479
1268,72.390657222607
1269,69.2270810616583
1270,67.104539992369
1271,70.3439986028262
1272,72.38530097315659
1273,70.582610325899
1274,67.4031966627947
1275,73.4387722959234
1276,67.2019628987584
1277,74.0298688238091
1278,68.9027232022797
1279,63.8749717459608
1280,68.0738491155711
1281,67.777168193215
1282,69.5184361845722
1283,68.40086738008951
1284,68.8837165079006
1285,69.7678456329977
1286,65.7162499777754
1287,66.227479321589
1288,62.7730414686307
1289,67.1292865105787
1290,69.89595731339371
1291,67.68753064129729
1292,69.60482757395509
1293,69.7022575108606
1294,67.4352276783718
1295,68.143078450147
1296,70.49052136797658
1297,70.9840710709963
1298,71.24291864918979
1299,68.4857245400115
1300,69.2854624999697
1301,64.6010455256992
1302,68.7011438011813
1303,68.29264663611221
1304,65.7136084316278
1305,67.8477490629686
1306,67.407614960974
1307,66.0975760266862
1308,67.6122197276871
1309,66.2460989997015
1310,67.7276312535175
1311,69.0442107029707
1312,78.4620529193772
1313,70.6162434515603
1314,70.4044364967184
1315,67.8717672334668
1316,70.8509201113202
1317,67.9033403504816
1318,74.724139030466
1319,68.38330718652621
1320,75.7534457684558
1321,71.0265434592106
1322,70.7526469789256
1323,76.2941841342612
1324,69.6012779599044
1325,69.56669330124129
1326,69.5802082180323
1327,65.8277866303781
1328,67.7962143713953
1329,68.3901087403571
1330,64.9224230596659
1331,68.44456189530929
1332,72.6739936528497
1333,66.0539636432144
1334,61.3107984316976
1335,68.274580728557
1336,75.2632015265357
1337,66.4702457205614
1338,66.5252941069139
1339,67.7503298756465
1340,71.7757488487743
1341,68.99744011193971
1342,68.3059335930715
1343,73.96449337281541
1344,68.7519905246801
1345,73.5732840799078
1346,66.9288070076352
1347,69.3517876025531
1348,67.0174863178823
1349,72.0605923744993
1350,67.87775111520111
1351,63.943276046204204
1352,66.1201343232182
1353,73.81524582888099
1354,64.7552065986994
1355,67.0147175713096
1356,70.87863310145741
1357,67.41315185951261
1358,66.9346504859662
1359,64.6802313235266
1360,67.3218171055081
1361,68.3010221836752
1362,73.80302454477241
1363,66.2552250484991
1364,67.7056032167863
1365,65.8542048098795
1366,71.8069104245931
1367,65.3432032653399
1368,67.968565438378
1369,75.1554100851024
1370,63.4089478988436
1371,65.1020520682183
1372,67.72695642221039
1373,72.3106346028605
1374,69.4432551690944
1375,64.8768027516837
1376,66.97515200765899
